GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AB84001,AB84002,AB84003,AB84004,AB84005,AB84006,AB84007,AB84008,AB84009,AB84010,AB84011,AB84012,AB84013,AB84014,AB84015,AB84016,AB84017,AB84018
"G3200210","1925","Nevada","320","Mineral","0210","MINERAL",0,0,0,0,0,25,0,0,0,0,0,0,0,,,0,0,
"G3200230","1925","Nevada","320","Nye","0230","NYE",315,199,0,15,101,107,120,17,160,0,0,0,0,,,0,0,
"G3200250","1925","Nevada","320","Ormsby","0250","ORMSBY",0,0,0,0,0,76,0,0,25,0,0,0,0,,,0,0,
"G3200270","1925","Nevada","320","Pershing","0270","PERSHING",28,0,18,10,0,3700,7,0,2400,0,0,0,0,,,0,0,
"G3200290","1925","Nevada","320","Storey","0290","STOREY",0,0,0,0,0,20,0,0,15,0,0,0,0,,,0,0,
"G3200310","1925","Nevada","320","Washoe","0310","WASHOE",65,2,63,0,0,1389,159,4,187,22,0,0,0,,,0,0,
"G3200330","1925","Nevada","320","White Pine","0330","WHITE PINE",22,15,0,2,5,457,565,13,93,23,0,0,0,,,0,0,
"G3300010","1925","New Hampshire","330","Belknap","0010","BELKNAP",661,180,397,83,1,2,129,93,0,0,0,0,0,0,,0,0,69
"G3300030","1925","New Hampshire","330","Carroll","0030","CARROLL",263,82,139,34,8,13,79,247,0,4,0,0,0,0,,0,0,38
"G3300050","1925","New Hampshire","330","Cheshire","0050","CHESHIRE",1540,520,889,116,15,0,263,506,14,29,0,5,0,0,,0,0,5
"G3300070","1925","New Hampshire","330","Coos","0070","COOS",332,0,275,53,4,33,1667,1516,21,15,0,64,0,0,,0,0,15
"G3300090","1925","New Hampshire","330","Grafton","0090","GRAFTON",2542,417,1955,162,8,8,1143,1223,39,15,0,19,0,0,,0,0,58
"G3300110","1925","New Hampshire","330","Hillsborough","0110","HILLSBOROUGH",1920,299,1281,321,19,5,95,775,8,11,0,11,0,0,,0,0,79
"G3300130","1925","New Hampshire","330","Merrimack","0130","MERRIMACK",1982,414,1175,303,90,2,280,1012,18,12,0,8,0,0,,0,0,139
"G3300150","1925","New Hampshire","330","Rockingham","0150","ROCKINGHAM",1674,356,1042,259,17,0,76,606,3,11,0,5,0,0,,0,0,169
"G3300170","1925","New Hampshire","330","Strafford","0170","STRAFFORD",560,128,283,143,6,0,21,161,4,3,0,1,0,0,,0,0,66
"G3300190","1925","New Hampshire","330","Sullivan","0190","SULLIVAN",1524,434,738,336,16,9,339,377,22,1,0,15,0,0,,0,0,12
"G3400010","1925","New Jersey","340","Atlantic","0010","ATLANTIC",2663,2508,34,113,8,7,1,73,0,26,0,3,0,,,,0,37
"G3400030","1925","New Jersey","340","Bergen","0030","BERGEN",715,366,183,151,15,40,29,492,3,97,0,4,0,,,,0,106
"G3400050","1925","New Jersey","340","Burlington","0050","BURLINGTON",24037,20239,2890,802,106,3015,236,481,56,10044,0,0,0,,,,0,107
"G3400070","1925","New Jersey","340","Camden","0070","CAMDEN",3535,3364,137,30,4,257,58,94,14,477,0,0,0,,,,0,17
"G3400090","1925","New Jersey","340","Cape May","0090","CAPE MAY",3235,3099,0,123,13,41,26,158,0,30,0,0,0,,,,0,155
"G3400110","1925","New Jersey","340","Cumberland","0110","CUMBERLAND",13045,12131,696,201,17,2082,346,301,9,213,0,0,0,,,,0,152
"G3400130","1925","New Jersey","340","Essex","0130","ESSEX",963,61,820,82,0,29,4,46,0,17,0,2,0,,,,0,0
"G3400150","1925","New Jersey","340","Gloucester","0150","GLOUCESTER",12115,11492,503,107,13,248,109,212,0,797,0,0,0,,,,0,132
"G3400170","1925","New Jersey","340","Hudson","0170","HUDSON",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0
"G3400190","1925","New Jersey","340","Hunterdon","0190","HUNTERDON",24198,21422,2344,328,104,14407,13687,359,152,2751,0,1262,0,,,,0,57
"G3400210","1925","New Jersey","340","Mercer","0210","MERCER",11833,9504,1303,997,29,4706,2355,204,78,7076,0,278,0,,,,0,44
"G3400230","1925","New Jersey","340","Middlesex","0230","MIDDLESEX",7764,6504,1059,151,50,2846,797,208,19,5854,0,13,0,,,,0,51
"G3400250","1925","New Jersey","340","Monmouth","0250","MONMOUTH",18214,16834,1154,163,63,2247,127,497,56,10523,0,6,0,,,,0,16
"G3400270","1925","New Jersey","340","Morris","0270","MORRIS",6546,4376,1619,531,20,1096,2455,531,48,752,0,300,0,,,,0,55
"G3400290","1925","New Jersey","340","Ocean","0290","OCEAN",1458,1340,73,38,7,90,39,42,8,580,0,0,0,,,,0,18
"G3400310","1925","New Jersey","340","Passaic","0310","PASSAIC",796,206,368,217,5,13,7,190,0,25,0,8,0,,,,0,3
"G3400330","1925","New Jersey","340","Salem","0330","SALEM",21797,19533,1922,279,63,4763,643,621,69,915,0,0,0,,,,0,26
"G3400350","1925","New Jersey","340","Somerset","0350","SOMERSET",9347,7978,1113,219,37,5641,4617,346,161,2733,0,111,0,,,,0,9
"G3400370","1925","New Jersey","340","Sussex","0370","SUSSEX",10842,3397,5592,1766,87,1359,4345,1472,34,1467,0,513,0,,,,0,0
"G3400390","1925","New Jersey","340","Union","0390","UNION",387,207,32,119,29,384,63,20,10,220,0,8,0,,,,0,11
"G3400410","1925","New Jersey","340","Warren","0410","WARREN",17059,13498,2842,655,64,10040,11116,333,41,1968,0,365,0,,,,0,11
"G3500010","1925","New Mexico","350","Bernalillo","0010","BERNALILLO",4949,2289,219,2411,30,738,219,317,0,0,0,0,0,26,124,,0,7231
"G3500030","1925","New Mexico","350","Catron","0030","CATRON",2978,1916,2,997,63,28,213,799,52,13,0,0,0,3,213,,0,425
"G3500050","1925","New Mexico","350","Chaves","0050","CHAVES",2281,2084,37,106,54,108,828,152,107,0,0,0,0,813,2364,,0,229
"G3500070","1925","New Mexico","350","Colfax","0070","COLFAX",15467,10898,217,1249,3103,9023,7150,1617,1737,89,0,0,0,39,1665,,0,3731
"G3500090","1925","New Mexico","350","Curry","0090","CURRY",11425,10653,204,529,39,66585,8313,4306,1370,20,0,0,0,63679,29849,,0,832
"G3500110","1925","New Mexico","350","De Baca","0110","DE BACA",652,536,0,116,0,0,0,0,0,0,0,0,0,575,3524,,0,313
"G3500130","1925","New Mexico","350","Dona Ana","0130","DONA ANA",3257,2644,276,266,71,466,21,58,25,0,0,0,0,27,859,,0,234
"G3500150","1925","New Mexico","350","Eddy","0150","EDDY",888,742,17,111,18,45,122,103,35,0,0,0,0,40,768,,0,34
"G3500170","1925","New Mexico","350","Grant","0170","GRANT",3935,3027,375,294,239,276,38,22,24,0,0,0,0,92,310,,0,527
"G3500190","1925","New Mexico","350","Guadalupe","0190","GUADALUPE",4201,3061,47,933,160,75,5,48,10,0,0,0,0,1472,3067,,0,3443
"G3500210","1925","New Mexico","350","Harding","0210","HARDING",16957,15744,30,941,242,30903,348,342,107,0,0,0,0,1252,9718,,0,9310
"G3500230","1925","New Mexico","350","Hidalgo","0230","HIDALGO",843,697,8,41,97,428,43,5,29,0,0,0,0,106,310,,0,178
"G3500250","1925","New Mexico","350","Lea","0250","LEA",1766,1312,0,381,73,22,0,0,0,0,0,0,0,1590,8836,,0,296
"G3500270","1925","New Mexico","350","Lincoln","0270","LINCOLN",2059,1442,54,555,8,23,95,57,143,14,0,0,0,65,521,,0,1969
"G3500290","1925","New Mexico","350","Luna","0290","LUNA",238,127,39,71,1,66,0,0,0,0,0,0,0,310,312,,0,890
"G3500310","1925","New Mexico","350","McKinley","0310","MCKINLEY",3202,2431,45,695,31,3578,2649,332,53,7,0,0,0,0,65,,0,820
"G3500330","1925","New Mexico","350","Mora","0330","MORA",8997,7947,372,593,85,6873,4636,834,219,0,0,0,0,52,2016,,0,2500
"G3500350","1925","New Mexico","350","Otero","0350","OTERO",2128,1742,13,368,5,323,1620,199,134,32,0,0,0,51,249,,0,296
"G3500370","1925","New Mexico","350","Quay","0370","QUAY",8493,7767,97,544,85,55670,1308,856,1993,136,0,0,0,15601,36024,,0,3438
"G3500390","1925","New Mexico","350","Rio Arriba","0390","RIO ARRIBA",3578,2429,45,1078,26,3233,1028,413,302,39,0,0,0,4,35,,0,1047
"G3500410","1925","New Mexico","350","Roosevelt","0410","ROOSEVELT",10363,9422,7,136,798,804,0,0,0,70,0,0,0,28662,18330,,0,1923
"G3500430","1925","New Mexico","350","Sandoval","0430","SANDOVAL",3767,3021,43,637,66,2420,557,374,66,0,0,0,0,1,35,,0,510
"G3500450","1925","New Mexico","350","San Juan","0450","SAN JUAN",7874,6984,109,454,327,707,305,117,159,0,0,0,0,1,97,,0,861
"G3500470","1925","New Mexico","350","San Miguel","0470","SAN MIGUEL",14427,8286,607,4850,684,4146,2653,3995,187,175,0,0,0,298,1989,,0,7591
"G3500490","1925","New Mexico","350","Santa Fe","0490","SANTA FE",4398,1346,94,2890,68,665,31,349,9,0,0,0,0,21,327,,0,9044
"G3500510","1925","New Mexico","350","Sierra","0510","SIERRA",1124,990,0,116,18,548,6,5,19,3,0,0,0,4,84,,0,202
"G3500530","1925","New Mexico","350","Socorro","0530","SOCORRO",1973,1629,18,320,6,1218,3,24,12,0,0,0,0,16,60,,0,2790
"G3500550","1925","New Mexico","350","Taos","0550","TAOS",1138,970,9,145,14,3779,1010,672,288,46,0,0,0,0,0,,0,979
"G3500570","1925","New Mexico","350","Torrance","0570","TORRANCE",19976,6664,213,12426,673,132,29,971,5,110,0,0,0,160,1814,,0,82654
"G3500590","1925","New Mexico","350","Union","0590","UNION",48129,42933,284,3028,1884,11902,1320,1836,539,0,0,0,0,19107,31456,,0,29704
"G3500610","1925","New Mexico","350","Valencia","0610","VALENCIA",4348,3621,26,661,40,2848,484,630,24,,0,0,0,2,9,,0,1032
"G3600010","1925","New York","360","Albany","0010","ALBANY",7024,2812,2618,1537,57,1864,11166,434,292,2267,0,7690,0,5,,,0,57
"G3600030","1925","New York","360","Allegany","0030","ALLEGANY",8958,282,6092,2455,129,1341,32924,869,3610,191,0,9452,0,11,,,0,4819
"G3600050","1925","New York","360","Bronx","0050","BRONX",63,63,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
"G3600070","1925","New York","360","Broome","0070","BROOME",7454,365,5058,1932,99,240,10375,1490,181,87,0,4537,0,0,,,0,7
"G3600090","1925","New York","360","Cattaraugus","0090","CATTARAUGUS",15145,546,9566,4800,233,537,27940,3059,1041,85,0,6905,0,14,,,0,182
"G3600110","1925","New York","360","Cayuga","0110","CAYUGA",21599,10942,8567,1737,353,19528,25760,240,9564,174,0,16887,0,16,,,0,2755
"G3600130","1925","New York","360","Chautauqua","0130","CHAUTAUQUA",21301,2944,14255,3609,493,1204,28122,1527,842,234,0,8503,0,22,,,0,314
"G3600150","1925","New York","360","Chemung","0150","CHEMUNG",7074,621,4721,1710,22,2127,10243,235,684,549,0,8105,0,0,,,0,355
"G3600170","1925","New York","360","Chenango","0170","CHENANGO",10381,381,8409,1552,39,286,10411,1386,661,33,0,2622,0,6,,,0,21
"G3600190","1925","New York","360","Clinton","0190","CLINTON",11637,1004,7418,3185,30,372,17312,5094,1094,210,0,2400,0,0,,,0,833
"G3600210","1925","New York","360","Columbia","0210","COLUMBIA",14758,6890,4152,3602,114,708,10426,1085,174,5103,0,2556,0,8,,,0,6
"G3600230","1925","New York","360","Cortland","0230","CORTLAND",7014,282,5838,859,35,227,10553,893,384,27,0,2374,0,1,,,0,141
"G3600250","1925","New York","360","Delaware","0250","DELAWARE",5986,285,4614,966,121,66,6579,3591,82,24,0,1918,0,2,,,0,4
"G3600270","1925","New York","360","Dutchess","0270","DUTCHESS",15722,5489,8873,1187,173,1280,8516,2017,107,763,0,1035,0,0,,,0,2
"G3600290","1925","New York","360","Erie","0290","ERIE",24941,5449,13076,6142,274,16077,37273,711,1685,2875,0,9460,0,11,,,0,3864
"G3600310","1925","New York","360","Essex","0310","ESSEX",3659,773,1790,1063,33,119,5603,1851,370,12,0,511,0,2,,,0,66
"G3600330","1925","New York","360","Franklin","0330","FRANKLIN",8986,401,5728,2787,70,326,15062,5897,648,168,0,766,0,0,,,0,310
"G3600350","1925","New York","360","Fulton","0350","FULTON",4051,1014,2420,574,43,61,5768,821,128,27,0,1743,0,0,,,0,35
"G3600370","1925","New York","360","Genesee","0370","GENESEE",11827,2949,7016,1643,219,26857,16247,115,3753,556,0,2009,0,0,,,0,16350
"G3600390","1925","New York","360","Greene","0390","GREENE",5464,3155,1258,1008,43,826,3667,862,70,1023,0,2409,0,0,,,0,9
"G3600410","1925","New York","360","Hamilton","0410","HAMILTON",105,46,14,45,0,7,116,271,0,0,0,45,0,0,,,0,3
"G3600430","1925","New York","360","Herkimer","0430","HERKIMER",12039,550,9354,1997,138,282,12235,2321,1034,28,0,767,0,0,,,0,68
"G3600450","1925","New York","360","Jefferson","0450","JEFFERSON",23339,1013,18375,3673,278,1400,65560,4151,2081,83,0,1262,0,16,,,0,1237
"G3600470","1925","New York","360","Kings","0470","KINGS",16,7,0,9,0,0,0,0,0,0,0,0,0,0,,,0,0
"G3600490","1925","New York","360","Lewis","0490","LEWIS",7097,128,5511,1394,64,89,18953,2706,838,15,0,219,0,0,,,0,68
"G3600510","1925","New York","360","Livingston","0510","LIVINGSTON",11079,2506,6549,1625,399,23905,20204,72,3722,1102,0,2451,0,0,,,0,18780
"G3600530","1925","New York","360","Madison","0530","MADISON",15117,1110,12300,1606,101,1198,14669,886,2729,40,0,3416,0,0,,,0,255
"G3600550","1925","New York","360","Monroe","0550","MONROE",19898,7678,7768,4110,342,37746,24540,187,3029,1056,0,1226,0,3,,,0,9159
"G3600570","1925","New York","360","Montgomery","0570","MONTGOMERY",11809,2682,8229,813,85,607,17995,536,1108,104,0,5150,0,0,,,0,166
"G3600590","1925","New York","360","Nassau","0590","NASSAU",1197,358,144,695,0,25,0,35,0,7,0,0,0,0,,,0,46
"G3600610","1925","New York","360","New York","0610","NEW YORK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
"G3600630","1925","New York","360","Niagara","0630","NIAGARA",19270,9153,4636,5418,63,26707,20486,210,1780,721,0,2875,0,0,,,0,3435
"G3600650","1925","New York","360","Oneida","0650","ONEIDA",21076,2003,16402,2438,233,744,16672,2927,2043,106,0,2026,0,0,,,0,257
"G3600670","1925","New York","360","Onondaga","0670","ONONDAGA",23605,6058,14095,3293,159,10131,22997,522,7730,273,0,3232,0,5,,,0,893
"G3600690","1925","New York","360","Ontario","0690","ONTARIO",14350,9042,3448,1793,67,25891,21006,130,7765,593,0,1956,0,0,,,0,16560
"G3600710","1925","New York","360","Orange","0710","ORANGE",12736,4133,6007,2490,106,1223,1893,2425,42,317,0,312,0,0,,,0,3
"G3600730","1925","New York","360","Orleans","0730","ORLEANS",10298,3693,3649,2868,88,22292,11630,77,2062,168,0,977,0,0,,,0,7869
"G3600750","1925","New York","360","Oswego","0750","OSWEGO",17671,2639,10941,3920,171,781,14929,3051,231,427,0,3343,0,0,,,0,322
"G3600770","1925","New York","360","Otsego","0770","OTSEGO",14673,1555,10902,2149,67,177,19865,1888,1090,69,0,5559,0,5,,,0,107
"G3600790","1925","New York","360","Putnam","0790","PUTNAM",1710,374,1170,118,48,1,131,438,0,5,0,3,0,0,,,0,0
"G3600810","1925","New York","360","Queens","0810","QUEENS",220,217,0,3,0,0,0,0,0,0,0,0,0,0,,,0,0
"G3600830","1925","New York","360","Rensselaer","0830","RENSSELAER",12410,5548,4861,1828,173,172,9951,972,140,4543,0,2492,0,0,,,0,50
"G3600850","1925","New York","360","Richmond","0850","RICHMOND",194,74,106,14,0,6,7,52,0,1,0,0,0,0,,,0,1
"G3600870","1925","New York","360","Rockland","0870","ROCKLAND",1110,385,453,263,9,40,190,212,3,85,0,10,0,0,,,0,0
"G3600890","1925","New York","360","St Lawrence","0890","ST LAWRENCE",30121,542,21848,7516,215,509,47003,18374,1172,190,0,1323,0,0,,,0,117
"G3600910","1925","New York","360","Saratoga","0910","SARATOGA",11961,4902,5201,1758,100,409,9199,836,91,1431,0,3854,0,0,,,0,120
"G3600930","1925","New York","360","Schenectady","0930","SCHENECTADY",3472,908,1909,654,1,153,5408,176,110,682,0,2850,0,5,,,0,23
"G3600950","1925","New York","360","Schoharie","0950","SCHOHARIE",9173,1293,6730,1103,47,610,17068,790,337,516,0,7743,0,1,,,0,112
"G3600970","1925","New York","360","Schuyler","0970","SCHUYLER",4187,1207,1128,1844,8,4590,9087,75,1971,742,0,7597,0,0,,,0,7537
"G3600990","1925","New York","360","Seneca","0990","SENECA",10086,6778,1750,1527,31,16872,12724,151,3382,229,0,8480,0,0,,,0,4786
"G3601010","1925","New York","360","Steuben","1010","STEUBEN",15231,1464,9226,4439,102,7008,51398,692,6205,2012,0,19741,0,0,,,0,5798
"G3601030","1925","New York","360","Suffolk","1030","SUFFOLK",9580,8157,929,410,84,1070,650,484,23,697,0,19,0,0,,,0,650
"G3601050","1925","New York","360","Sullivan","1050","SULLIVAN",4094,1002,2161,869,62,37,2473,2201,11,158,0,1186,0,0,,,0,0
"G3601070","1925","New York","360","Tioga","1070","TIOGA",8988,767,6467,1733,21,1075,13672,420,200,247,0,10292,0,0,,,0,63
"G3601090","1925","New York","360","Tompkins","1090","TOMPKINS",8691,2110,4408,2144,29,6209,14256,148,2181,287,0,10583,0,24,,,0,3603
"G3601110","1925","New York","360","Ulster","1110","ULSTER",9026,4767,2823,1355,81,2226,3594,1794,44,1180,0,1309,0,2,,,0,25
"G3601130","1925","New York","360","Warren","1130","WARREN",1653,573,683,375,22,11,795,1202,3,52,0,363,0,0,,,0,18
"G3601150","1925","New York","360","Washington","1150","WASHINGTON",21213,9156,10835,1167,55,217,16855,1388,376,907,0,2079,0,0,,,0,68
"G3601170","1925","New York","360","Wayne","1170","WAYNE",21510,11268,6666,3440,136,19120,21081,306,1938,528,0,2510,0,4,,,0,13201
"G3601190","1925","New York","360","Westchester","1190","WESTCHESTER",2491,536,1662,202,91,119,223,437,1,92,0,26,0,2,,,0,3
"G3601210","1925","New York","360","Wyoming","1210","WYOMING",9719,384,7100,2130,105,11927,24940,692,2173,340,0,5301,0,10,,,0,15435
"G3601230","1925","New York","360","Yates","1230","YATES",7457,3284,1724,2396,53,14160,10764,104,3055,1410,0,3360,0,0,,,0,13265
"G3700010","1925","North Carolina","370","Alamance","0010","ALAMANCE",24199,23812,45,303,39,11165,2105,844,19,1617,0,0,,,9,9,22,20
"G3700030","1925","North Carolina","370","Alexander","0030","ALEXANDER",13775,13251,0,458,66,6840,377,738,4,2253,0,20,,,92,17,55,36
"G3700050","1925","North Carolina","370","Alleghany","0050","ALLEGHANY",7783,7752,18,12,1,1053,495,911,25,2277,0,1897,,,2,0,0,2007
"G3700070","1925","North Carolina","370","Anson","0070","ANSON",26157,25019,8,1074,56,2844,1726,4904,16,67,0,0,,,227,10,221,2
"G3700090","1925","North Carolina","370","Ashe","0090","ASHE",16939,16868,18,49,4,2430,2079,2666,10,2472,0,1443,,,9,0,24,709
"G3700110","1925","North Carolina","370","Avery","0110","AVERY",5106,5088,2,0,16,196,350,798,6,273,0,1001,,,0,0,0,18
"G3700130","1925","North Carolina","370","Beaufort","0130","BEAUFORT",29565,29234,0,205,126,55,57,2187,0,0,0,0,,,0,1041,4,0
"G3700150","1925","North Carolina","370","Bertie","0150","BERTIE",22484,22395,10,59,20,13,11,953,0,0,0,0,,,0,34101,0,0
"G3700170","1925","North Carolina","370","Bladen","0170","BLADEN",23809,22963,0,534,312,9,151,723,0,36,0,2,,,35,74,530,40
"G3700190","1925","North Carolina","370","Brunswick","0190","BRUNSWICK",7998,7713,0,136,149,16,34,177,0,0,0,0,,,6,1720,178,2
"G3700210","1925","North Carolina","370","Buncombe","0210","BUNCOMBE",21633,20495,625,513,0,3965,664,2187,14,708,0,4,,,734,0,0,77
"G3700230","1925","North Carolina","370","Burke","0230","BURKE",17241,17054,54,86,47,7077,153,529,15,1422,0,7,,,47,15,36,41
"G3700250","1925","North Carolina","370","Cabarrus","0250","CABARRUS",22418,22157,39,185,37,8774,3680,1065,46,280,0,0,,,43,78,0,6
"G3700270","1925","North Carolina","370","Caldwell","0270","CALDWELL",16016,15303,97,615,1,5054,248,625,3,950,0,4,,,131,20,25,44
"G3700290","1925","North Carolina","370","Camden","0290","CAMDEN",14066,14013,5,0,48,7,10,27,0,0,0,0,,,0,15,2,0
"G3700310","1925","North Carolina","370","Carteret","0310","CARTERET",4551,4493,0,42,16,0,12,152,0,0,0,0,,,0,190,19,0
"G3700330","1925","North Carolina","370","Caswell","0330","CASWELL",14875,13991,7,847,30,4730,143,449,0,163,0,90,,,3,13,1,3
"G3700350","1925","North Carolina","370","Catawba","0350","CATAWBA",19764,19398,154,197,15,11485,1231,2037,70,1748,0,0,,,529,45,4,52
"G3700370","1925","North Carolina","370","Chatham","0370","CHATHAM",28941,27732,46,1134,29,10626,1849,2552,18,321,0,2,,,10,15,1,2
"G3700390","1925","North Carolina","370","Cherokee","0390","CHEROKEE",23620,21424,130,1930,136,805,42,398,50,2064,0,0,,,24,0,0,6
"G3700410","1925","North Carolina","370","Chowan","0410","CHOWAN",7416,7388,0,28,0,32,0,27,0,0,0,0,,,0,13529,0,0
"G3700430","1925","North Carolina","370","Clay","0430","CLAY",8827,8805,5,17,0,2105,9,94,0,1037,0,0,,,26,0,0,11
"G3700450","1925","North Carolina","370","Cleveland","0450","CLEVELAND",36334,35141,90,1103,0,3468,518,4238,21,234,0,0,,,476,10,17,28
"G3700470","1925","North Carolina","370","Columbus","0470","COLUMBUS",32452,32143,0,252,57,22,81,1808,0,8,0,0,,,13,979,347,56
"G3700490","1925","North Carolina","370","Craven","0490","CRAVEN",17932,17543,0,352,37,3,316,1289,0,1,0,0,,,8,1004,32,0
"G3700510","1925","North Carolina","370","Cumberland","0510","CUMBERLAND",25960,24609,25,1226,100,169,33,2523,0,50,0,0,,,0,8,146,0
"G3700530","1925","North Carolina","370","Currituck","0530","CURRITUCK",10480,10458,0,12,10,73,7,25,0,3,0,0,,,0,67,2,2
"G3700550","1925","North Carolina","370","Dare","0550","DARE",309,309,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0
"G3700570","1925","North Carolina","370","Davidson","0570","DAVIDSON",23136,22914,104,116,2,22154,4480,546,1457,1139,0,5,,,0,16,8,0
"G3700590","1925","North Carolina","370","Davie","0590","DAVIE",13543,13051,265,198,29,9419,1079,382,222,749,0,0,,,7,9,23,6
"G3700610","1925","North Carolina","370","Duplin","0610","DUPLIN",29642,28780,52,635,175,16,1,1523,0,7,0,0,,,5,20,390,5
"G3700630","1925","North Carolina","370","Durham","0630","DURHAM",10297,8487,30,1736,44,1820,86,839,0,24,0,0,,,7,1,0,0
"G3700650","1925","North Carolina","370","Edgecombe","0650","EDGECOMBE",29545,27551,113,1556,325,30,15,2383,10,8,0,0,,,43,11191,10,0
"G3700670","1925","North Carolina","370","Forsyth","0670","FORSYTH",17760,17332,204,219,5,12195,2879,540,54,699,0,0,,,2,6,1,0
"G3700690","1925","North Carolina","370","Franklin","0690","FRANKLIN",24204,23084,0,1110,10,259,11,282,0,10,0,0,,,8,0,1,1
"G3700710","1925","North Carolina","370","Gaston","0710","GASTON",20810,19266,304,1109,131,4398,887,2267,0,186,0,4,,,468,46,26,30
"G3700730","1925","North Carolina","370","Gates","0730","GATES",13393,13347,12,20,14,16,11,374,0,1,0,0,,,9,8158,4,20
"G3700750","1925","North Carolina","370","Graham","0750","GRAHAM",6172,6147,0,20,5,45,2,125,0,208,0,0,,,8,0,3,20
"G3700770","1925","North Carolina","370","Granville","0770","GRANVILLE",21809,20325,33,1428,23,2014,91,1055,0,208,0,0,,,5,4,3,2
"G3700790","1925","North Carolina","370","Greene","0790","GREENE",19210,19075,0,56,79,30,0,994,0,2,0,0,,,5,8,5,0
"G3700810","1925","North Carolina","370","Guilford","0810","GUILFORD",31284,29966,466,815,37,14389,2227,820,135,2358,0,0,,,232,5,25,8
"G3700830","1925","North Carolina","370","Halifax","0830","HALIFAX",33041,29768,123,2942,208,383,0,1067,40,65,0,0,,,20,18192,0,31
"G3700850","1925","North Carolina","370","Harnett","0850","HARNETT",22113,21004,103,930,76,598,102,2155,0,57,0,0,,,38,15,100,0
"G3700870","1925","North Carolina","370","Haywood","0870","HAYWOOD",14392,13228,160,985,19,1907,689,2103,15,309,0,33,,,225,0,3,5
"G3700890","1925","North Carolina","370","Henderson","0890","HENDERSON",15334,14824,269,118,123,1222,158,873,20,2436,0,3,,,38,0,5,5
"G3700910","1925","North Carolina","370","Hertford","0910","HERTFORD",13219,12890,0,308,21,33,26,735,0,0,0,0,,,3,17447,2,2
"G3700930","1925","North Carolina","370","Hoke","0930","HOKE",19323,18600,200,523,0,483,192,3132,0,54,0,0,,,0,8,89,0
"G3700950","1925","North Carolina","370","Hyde","0950","HYDE",15067,14953,0,54,60,11,1105,33,0,0,0,0,,,0,0,0,0
"G3700970","1925","North Carolina","370","Iredell","0970","IREDELL",31828,31061,161,587,19,15346,1488,1876,63,2155,0,0,,,185,17,18,19
"G3700990","1925","North Carolina","370","Jackson","0990","JACKSON",12423,12243,39,135,6,1157,144,717,8,202,0,0,,,187,0,0,4
"G3701010","1925","North Carolina","370","Johnston","1010","JOHNSTON",48651,47241,20,1265,125,222,71,4826,0,22,0,0,,,7,76,131,1
"G3701030","1925","North Carolina","370","Jones","1030","JONES",15879,15778,0,17,84,0,14,885,0,0,0,0,,,1,20,78,8
"G3701050","1925","North Carolina","370","Lee","1050","LEE",10582,10378,0,188,16,1256,88,1264,0,48,0,0,,,13,2,17,0
"G3701070","1925","North Carolina","370","Lenoir","1070","LENOIR",28368,28005,85,131,147,10,0,1913,0,3,0,0,,,7,57,1,0
"G3701090","1925","North Carolina","370","Lincoln","1090","LINCOLN",16792,16052,26,568,146,6032,818,1350,24,236,0,1,,,241,16,26,17
"G3701110","1925","North Carolina","370","McDowell","1110","MCDOWELL",10938,10886,31,19,2,2256,69,129,0,905,0,0,,,53,3,1,7
"G3701130","1925","North Carolina","370","Macon","1130","MACON",14633,14213,313,105,2,3070,182,569,0,928,0,32,,,71,1,16,27
"G3701150","1925","North Carolina","370","Madison","1150","MADISON",18240,18135,9,85,11,2964,1073,2446,0,338,0,0,,,30,0,21,19
"G3701170","1925","North Carolina","370","Martin","1170","MARTIN",17422,16946,78,357,41,0,25,1581,0,0,0,0,,,0,17589,0,6
"G3701190","1925","North Carolina","370","Mecklenburg","1190","MECKLENBURG",38124,34155,1685,2228,56,2992,857,3381,50,196,0,0,,,882,11,12,27
"G3701210","1925","North Carolina","370","Mitchell","1210","MITCHELL",7761,7690,34,36,1,308,430,2596,0,19,0,11,,,13,0,1,18
"G3701230","1925","North Carolina","370","Montgomery","1230","MONTGOMERY",13219,12964,16,233,6,4610,1093,949,19,161,0,0,,,60,6,2,18
"G3701250","1925","North Carolina","370","Moore","1250","MOORE",16142,15340,79,681,42,4732,502,1079,0,267,0,0,,,8,11,35,2
"G3701270","1925","North Carolina","370","Nash","1270","NASH",29348,27149,51,2047,101,84,46,3005,0,5,0,0,,,2,1735,5,3
"G3701290","1925","North Carolina","370","New Hanover","1290","NEW HANOVER",1267,997,42,206,22,0,4,111,0,0,0,0,,,10,382,8,0
"G3701310","1925","North Carolina","370","Northampton","1310","NORTHAMPTON",21645,20923,4,680,38,28,4,844,0,2,0,0,,,6,22422,0,0
"G3701330","1925","North Carolina","370","Onslow","1330","ONSLOW",16337,16064,0,81,192,11,2,265,0,0,0,0,,,2,1581,28,0
"G3701350","1925","North Carolina","370","Orange","1350","ORANGE",17739,17396,0,330,13,6780,305,531,13,168,0,0,,,133,0,2,6
"G3701370","1925","North Carolina","370","Pamlico","1370","PAMLICO",12545,10795,0,68,1682,10,0,1067,0,0,0,4,,,0,79,7,7
